trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
5742,False,"{'a': 0.9, 'e': 0.0031991410872584804}",25,13,23.059681533663724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5743,False,"{'a': 0.9, 'e': 0.0031959419461712216}",30,7,47.36265707705142,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
5744,False,"{'a': 0.9, 'e': 0.0031927460042250506}",20,14,9.202499025301416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5745,False,"{'a': 0.9, 'e': 0.0031895532582208253}",35,22,24.764628005188378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5746,False,"{'a': 0.9, 'e': 0.0031863637049626046}",30,23,12.329505718882332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5747,False,"{'a': 0.9, 'e': 0.003183177341257642}",25,11,31.631900672153918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5748,False,"{'a': 0.9, 'e': 0.003179994163916384}",20,9,22.89918362349105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5749,False,"{'a': 0.9, 'e': 0.0031768141697524678}",20,16,9.703507480614961,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5750,False,"{'a': 0.9, 'e': 0.0031736373555827156}",20,9,23.838686997048157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5751,False,"{'a': 0.9, 'e': 0.003170463718227133}",20,12,16.039281354484903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5752,False,"{'a': 0.9, 'e': 0.0031672932545089055}",20,11,18.72484238300435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5753,False,"{'a': 0.9, 'e': 0.0031641259612543967}",25,8,31.11075383897472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5754,False,"{'a': 0.9, 'e': 0.0031609618352931423}",25,7,33.933121048483144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5755,False,"{'a': 0.9, 'e': 0.003157800873457849}",20,11,16.283612098959935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5756,False,"{'a': 0.9, 'e': 0.003154643072584391}",25,11,22.19305411799214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5757,False,"{'a': 0.9, 'e': 0.003151488429511807}",30,17,26.984131582737295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5758,False,"{'a': 0.9, 'e': 0.0031483369410822953}",25,7,37.607870191834394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5759,False,"{'a': 0.9, 'e': 0.003145188604141213}",30,18,22.248321950137758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5760,False,"{'a': 0.9, 'e': 0.0031420434155370715}",20,8,24.376943315343063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5761,False,"{'a': 0.9, 'e': 0.0031389013721215345}",25,17,16.480084633403596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5762,False,"{'a': 0.9, 'e': 0.003135762470749413}",25,12,26.317883050213688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5763,False,"{'a': 0.9, 'e': 0.0031326267082786635}",25,13,21.271051384814754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5764,False,"{'a': 0.9, 'e': 0.003129494081570385}",30,16,29.03850658691519,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5765,False,"{'a': 0.9, 'e': 0.0031263645874888145}",25,19,12.072146866176753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5766,False,"{'a': 0.9, 'e': 0.003123238222901326}",20,8,22.4109841131181,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5767,False,"{'a': 0.9, 'e': 0.0031201149846784245}",20,9,22.18087220490619,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5768,False,"{'a': 0.9, 'e': 0.003116994869693746}",25,17,5.430178652959231,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
5769,False,"{'a': 0.9, 'e': 0.0031138778748240523}",25,7,37.26782189156651,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5770,False,"{'a': 0.9, 'e': 0.0031107639969492284}",25,11,30.62138472634038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5771,False,"{'a': 0.9, 'e': 0.0031076532329522787}",20,16,7.570729327717961,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5772,False,"{'a': 0.9, 'e': 0.0031045455797193266}",20,8,22.247344062650782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5773,False,"{'a': 0.9, 'e': 0.0031014410341396073}",20,16,5.20387802347446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5774,False,"{'a': 0.9, 'e': 0.003098339593105468}",20,8,23.91689489141112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5775,False,"{'a': 0.9, 'e': 0.003095241253512362}",30,19,21.26736150677532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5776,False,"{'a': 0.9, 'e': 0.00309214601225885}",25,11,28.275615515085654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5777,False,"{'a': 0.9, 'e': 0.003089053866246591}",20,13,13.606004438409524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5778,False,"{'a': 0.9, 'e': 0.0030859648123803445}",20,2,34.920319224109875,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5779,False,"{'a': 0.9, 'e': 0.003082878847567964}",20,4,34.37679752928218,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5780,False,"{'a': 0.9, 'e': 0.003079795968720396}",30,16,28.713027684696726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5781,False,"{'a': 0.9, 'e': 0.0030767161727516756}",20,11,19.339604347778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5782,False,"{'a': 0.9, 'e': 0.003073639456578924}",25,15,15.658745925721746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5783,False,"{'a': 0.9, 'e': 0.003070565817122345}",20,7,14.85409024316624,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
5784,False,"{'a': 0.9, 'e': 0.0030674952513052227}",30,18,25.34398244629825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5785,False,"{'a': 0.9, 'e': 0.0030644277560539176}",25,11,25.814718074933865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5786,False,"{'a': 0.9, 'e': 0.0030613633282978634}",20,13,10.993691890238766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5787,False,"{'a': 0.9, 'e': 0.003058301964969566}",20,9,26.412160871733033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5788,False,"{'a': 0.9, 'e': 0.003055243663004596}",20,12,15.85748575735029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5789,False,"{'a': 0.9, 'e': 0.0030521884193415918}",25,13,20.135532038119766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5790,False,"{'a': 0.9, 'e': 0.00304913623092225}",30,18,22.810832712831292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5791,False,"{'a': 0.9, 'e': 0.0030460870946913275}",25,18,15.400679207261438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5792,False,"{'a': 0.9, 'e': 0.0030430410075966362}",20,16,7.282763864735765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5793,False,"{'a': 0.9, 'e': 0.0030399979665890397}",20,12,16.540938277932867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5794,False,"{'a': 0.9, 'e': 0.0030369579686224508}",20,14,11.321940131173093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5795,False,"{'a': 0.9, 'e': 0.0030339210106538283}",30,18,23.776617315247975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5796,False,"{'a': 0.9, 'e': 0.0030308870896431743}",25,11,27.708352752071498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5797,False,"{'a': 0.9, 'e': 0.0030278562025535314}",20,10,19.077080626886804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5798,False,"{'a': 0.9, 'e': 0.0030248283463509777}",20,11,18.008977172439252,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5799,False,"{'a': 0.9, 'e': 0.0030218035180046266}",20,8,24.833253666713677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5800,False,"{'a': 0.9, 'e': 0.003018781714486622}",20,11,19.658522560158275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5801,False,"{'a': 0.9, 'e': 0.0030157629327721355}",30,12,36.96186116892392,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5802,False,"{'a': 0.9, 'e': 0.003012747169839363}",20,3,30.625158603069558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5803,False,"{'a': 0.9, 'e': 0.003009734422669524}",20,12,15.198772638838722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5804,False,"{'a': 0.9, 'e': 0.0030067246882468546}",20,8,26.548165650561838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5805,False,"{'a': 0.9, 'e': 0.0030037179635586074}",35,21,25.251958806548814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5806,False,"{'a': 0.9, 'e': 0.003000714245595049}",25,12,21.872530682264408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5807,False,"{'a': 0.9, 'e': 0.002997713531349454}",20,14,10.107762886833987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5808,False,"{'a': 0.9, 'e': 0.0029947158178181043}",20,7,21.408782191935735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5809,False,"{'a': 0.9, 'e': 0.0029917211020002864}",25,13,23.129345179546654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5810,False,"{'a': 0.9, 'e': 0.002988729380898286}",20,12,17.470195447290244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5811,False,"{'a': 0.9, 'e': 0.002985740651517388}",25,11,28.74011408478238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5812,False,"{'a': 0.9, 'e': 0.0029827549108658704}",25,13,24.6534186035488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5813,False,"{'a': 0.9, 'e': 0.0029797721559550044}",25,18,13.07907941533512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5814,False,"{'a': 0.9, 'e': 0.0029767923837990496}",25,16,18.840635191383985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5815,False,"{'a': 0.9, 'e': 0.0029738155914152504}",20,8,23.437060696431296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5816,False,"{'a': 0.9, 'e': 0.0029708417758238354}",20,7,25.201502911283452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5817,False,"{'a': 0.9, 'e': 0.0029678709340480113}",20,12,15.333387822448465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5818,False,"{'a': 0.9, 'e': 0.0029649030631139633}",20,16,8.011793109496073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5819,False,"{'a': 0.9, 'e': 0.002961938160050849}",25,13,27.130114653935024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5820,False,"{'a': 0.9, 'e': 0.0029589762218907986}",20,2,37.084032798708655,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5821,False,"{'a': 0.9, 'e': 0.0029560172456689075}",25,20,9.499412983607975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5822,False,"{'a': 0.9, 'e': 0.002953061228423239}",20,6,25.933297400183115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5823,False,"{'a': 0.9, 'e': 0.0029501081671948156}",25,12,13.235897540691003,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
5824,False,"{'a': 0.9, 'e': 0.002947158059027621}",30,18,22.46523931752298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5825,False,"{'a': 0.9, 'e': 0.002944210900968593}",30,11,38.272208721710484,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5826,False,"{'a': 0.9, 'e': 0.0029412666900676247}",25,11,29.228418447284653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5827,False,"{'a': 0.9, 'e': 0.002938325423377557}",30,13,33.08037068236543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5828,False,"{'a': 0.9, 'e': 0.0029353870979541793}",20,16,7.315477649623311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5829,False,"{'a': 0.9, 'e': 0.002932451710856225}",25,18,10.561227135169917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5830,False,"{'a': 0.9, 'e': 0.002929519259145369}",20,13,13.797977602428537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5831,False,"{'a': 0.9, 'e': 0.0029265897398862237}",35,20,30.073317374608603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5832,False,"{'a': 0.9, 'e': 0.002923663150146337}",30,18,26.232697586087934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5833,False,"{'a': 0.9, 'e': 0.002920739486996191}",25,17,16.199769887017485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5834,False,"{'a': 0.9, 'e': 0.0029178187475091947}",20,11,19.48365455861126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5835,False,"{'a': 0.9, 'e': 0.002914900928761686}",25,13,26.33006823736186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5836,False,"{'a': 0.9, 'e': 0.002911986027832924}",20,13,13.844468117324377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5837,False,"{'a': 0.9, 'e': 0.002909074041805091}",20,2,36.80646958735538,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5838,False,"{'a': 0.9, 'e': 0.002906164967763286}",20,9,22.967550981858118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5839,False,"{'a': 0.9, 'e': 0.0029032588027955225}",20,14,9.390619349377927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5840,False,"{'a': 0.9, 'e': 0.002900355543992727}",25,14,21.05807061503066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5841,False,"{'a': 0.9, 'e': 0.0028974551884487342}",20,11,18.642200427251236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5842,False,"{'a': 0.9, 'e': 0.0028945577332602857}",20,14,10.873429638240541,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5843,False,"{'a': 0.9, 'e': 0.0028916631755270253}",25,12,26.168393889749275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5844,False,"{'a': 0.9, 'e': 0.0028887715123514985}",20,9,23.13653872710874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5845,False,"{'a': 0.9, 'e': 0.0028858827408391467}",25,15,19.683948274626594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5846,False,"{'a': 0.9, 'e': 0.0028829968580983078}",35,22,25.7688383833278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5847,False,"{'a': 0.9, 'e': 0.0028801138612402095}",20,2,33.169006078359025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5848,False,"{'a': 0.9, 'e': 0.0028772337473789694}",20,8,22.51449990902768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5849,False,"{'a': 0.9, 'e': 0.00287435651363159}",25,20,10.549314467740748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5850,False,"{'a': 0.9, 'e': 0.0028714821571179587}",20,8,26.635711292350265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5851,False,"{'a': 0.9, 'e': 0.0028686106749608404}",25,8,32.74204458940131,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5852,False,"{'a': 0.9, 'e': 0.0028657420642858797}",20,10,23.083957220529157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5853,False,"{'a': 0.9, 'e': 0.002862876322221594}",20,7,26.470154435008784,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5854,False,"{'a': 0.9, 'e': 0.0028600134458993723}",30,13,33.057364950373675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5855,False,"{'a': 0.9, 'e': 0.002857153432453473}",25,11,26.851726305179625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5856,False,"{'a': 0.9, 'e': 0.0028542962790210195}",20,12,18.194850741470425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5857,False,"{'a': 0.9, 'e': 0.0028514419827419986}",25,17,18.889949349305574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5858,False,"{'a': 0.9, 'e': 0.0028485905407592566}",25,19,10.230825265136907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5859,False,"{'a': 0.9, 'e': 0.0028457419502184974}",20,13,12.433723014801467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5860,False,"{'a': 0.9, 'e': 0.0028428962082682786}",20,7,23.90019242677015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5861,False,"{'a': 0.9, 'e': 0.0028400533120600106}",25,16,19.414462690238306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5862,False,"{'a': 0.9, 'e': 0.0028372132587479505}",20,12,15.035093322255346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5863,False,"{'a': 0.9, 'e': 0.0028343760454892022}",20,13,14.912739045226864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5864,False,"{'a': 0.9, 'e': 0.002831541669443713}",20,9,20.032824027647905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5865,False,"{'a': 0.9, 'e': 0.0028287101277742694}",20,-1,42.51683430066125,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5866,False,"{'a': 0.9, 'e': 0.0028258814176464952}",35,23,22.27673954409139,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5867,False,"{'a': 0.9, 'e': 0.0028230555362288487}",20,16,6.078834690373955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5868,False,"{'a': 0.9, 'e': 0.00282023248069262}",25,18,11.372410272681611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5869,False,"{'a': 0.9, 'e': 0.002817412248211927}",25,17,17.071382058851597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5870,False,"{'a': 0.9, 'e': 0.0028145948359637155}",35,23,24.974744472273272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5871,False,"{'a': 0.9, 'e': 0.0028117802411277517}",25,14,21.447997684809962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5872,False,"{'a': 0.9, 'e': 0.002808968460886624}",20,15,8.292331971136452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5873,False,"{'a': 0.9, 'e': 0.0028061594924257372}",20,14,13.072454607881621,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5874,False,"{'a': 0.9, 'e': 0.0028033533329333113}",20,14,12.69183040178138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5875,False,"{'a': 0.9, 'e': 0.002800549979600378}",20,15,11.058450092885643,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5876,False,"{'a': 0.9, 'e': 0.0027977494296207777}",25,16,16.80104052712227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5877,False,"{'a': 0.9, 'e': 0.002794951680191157}",25,5,40.54006568391494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5878,False,"{'a': 0.9, 'e': 0.002792156728510966}",25,9,26.59218950238809,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5879,False,"{'a': 0.9, 'e': 0.002789364571782455}",30,16,30.135223143620113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5880,False,"{'a': 0.9, 'e': 0.0027865752072106726}",20,12,15.913073136269812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5881,False,"{'a': 0.9, 'e': 0.002783788632003462}",20,10,18.35637367051293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5882,False,"{'a': 0.9, 'e': 0.0027810048433714583}",30,19,21.96336136427169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5883,False,"{'a': 0.9, 'e': 0.002778223838528087}",30,17,25.78837572596408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5884,False,"{'a': 0.9, 'e': 0.002775445614689559}",35,22,26.91957265679631,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5885,False,"{'a': 0.9, 'e': 0.002772670169074869}",20,12,15.572711250196962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5886,False,"{'a': 0.9, 'e': 0.002769897498905794}",20,10,19.316016784133815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5887,False,"{'a': 0.9, 'e': 0.0027671276014068886}",25,14,18.464603268287654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5888,False,"{'a': 0.9, 'e': 0.002764360473805482}",25,10,34.732359515372536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5889,False,"{'a': 0.9, 'e': 0.0027615961133316764}",25,13,23.879463042700564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5890,False,"{'a': 0.9, 'e': 0.0027588345172183445}",20,11,14.957219270137388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5891,False,"{'a': 0.9, 'e': 0.0027560756827011263}",20,10,19.237597579141546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5892,False,"{'a': 0.9, 'e': 0.002753319607018425}",20,12,15.76895471233864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5893,False,"{'a': 0.9, 'e': 0.0027505662874114066}",25,20,10.679507948169695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5894,False,"{'a': 0.9, 'e': 0.002747815721123995}",20,16,8.125523290642658,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5895,False,"{'a': 0.9, 'e': 0.002745067905402871}",25,15,20.903930565734427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5896,False,"{'a': 0.9, 'e': 0.0027423228374974682}",25,11,26.949137877003377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5897,False,"{'a': 0.9, 'e': 0.0027395805146599706}",20,11,16.663747602147502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5898,False,"{'a': 0.9, 'e': 0.002736840934145311}",25,8,34.68551300830969,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5899,False,"{'a': 0.9, 'e': 0.0027341040932111656}",25,14,12.582561166821012,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
5900,False,"{'a': 0.9, 'e': 0.002731369989117954}",20,11,16.929848628248195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5901,False,"{'a': 0.9, 'e': 0.0027286386191288366}",20,11,12.979789104600057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5902,False,"{'a': 0.9, 'e': 0.0027259099805097076}",20,-7,54.56988009193472,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",0
5903,False,"{'a': 0.9, 'e': 0.002723184070529198}",20,13,13.804369670182965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5904,False,"{'a': 0.9, 'e': 0.0027204608864586687}",25,15,20.88128755074457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5905,False,"{'a': 0.9, 'e': 0.00271774042557221}",20,12,14.84587482327932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5906,False,"{'a': 0.9, 'e': 0.002715022685146638}",30,17,24.81917129755697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5907,False,"{'a': 0.9, 'e': 0.0027123076624614912}",25,15,21.709714896972912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5908,False,"{'a': 0.9, 'e': 0.0027095953547990295}",20,10,20.075191349893245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5909,False,"{'a': 0.9, 'e': 0.0027068857594442306}",25,7,33.55548715995281,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5910,False,"{'a': 0.9, 'e': 0.002704178873684786}",25,13,25.40680944829877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5911,False,"{'a': 0.9, 'e': 0.0027014746948111016}",30,13,31.63370757128014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5912,False,"{'a': 0.9, 'e': 0.0026987732201162904}",20,11,17.699688450667892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5913,False,"{'a': 0.9, 'e': 0.0026960744468961743}",25,14,21.486466307351485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5914,False,"{'a': 0.9, 'e': 0.002693378372449278}",20,11,17.825587471172007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5915,False,"{'a': 0.9, 'e': 0.0026906849940768287}",20,14,11.664990047528875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5916,False,"{'a': 0.9, 'e': 0.002687994309082752}",20,2,34.59056272154004,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5917,False,"{'a': 0.9, 'e': 0.002685306314773669}",25,14,23.733262411016455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5918,False,"{'a': 0.9, 'e': 0.0026826210084588955}",30,15,31.462240533922003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5919,False,"{'a': 0.9, 'e': 0.0026799383874504365}",25,16,18.54047102075217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5920,False,"{'a': 0.9, 'e': 0.002677258449062986}",20,8,22.670407648930265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5921,False,"{'a': 0.9, 'e': 0.002674581190613923}",20,9,24.237005477434927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5922,False,"{'a': 0.9, 'e': 0.002671906609423309}",20,9,23.6198838579212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5923,False,"{'a': 0.9, 'e': 0.002669234702813886}",20,13,14.87596562938367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
